features,seed,repeat,retained,iterations,converged,wall_seconds,energy,mu1,mu2,energy_abs_error,mu1_abs_error,mu2_abs_error,virial_residual,wave_error_1,wave_error_2,retained_rank,complex_unknowns
256,2086156319,0,252,209,True,30.833542099993792,8.372923691767184,12.298244091365511,12.485080653233613,0.0002204255782878306,0.0005900897072805833,0.0006113844674100477,0.00040225689228337233,0.0561544346086714,0.07983873339423136,252,504
256,2086156319,1,252,209,True,30.790651899995282,8.372923691767184,12.298244091365511,12.485080653233613,0.0002204255782878306,0.0005900897072805833,0.0006113844674100477,0.00040225689228337233,0.0561544346086714,0.07983873339423136,252,504
256,2086156319,2,252,209,True,30.72353820000717,8.372923691767184,12.298244091365511,12.485080653233613,0.0002204255782878306,0.0005900897072805833,0.0006113844674100477,0.00040225689228337233,0.0561544346086714,0.07983873339423136,252,504
256,2086156361,0,247,199,True,30.10568759999296,8.372942882914264,12.298318592064645,12.485159288100729,0.000239616725368208,0.0006645904064139785,0.0006900193345256156,0.00023430957555794704,0.054855723367082325,0.07914808955891285,247,494
256,2086156361,1,247,199,True,30.05665099999169,8.372942882914264,12.298318592064645,12.485159288100729,0.000239616725368208,0.0006645904064139785,0.0006900193345256156,0.00023430957555794704,0.054855723367082325,0.07914808955891285,247,494
256,2086156361,2,247,199,True,30.195332100003725,8.372942882914264,12.298318592064645,12.485159288100729,0.000239616725368208,0.0006645904064139785,0.0006900193345256156,0.00023430957555794704,0.054855723367082325,0.07914808955891285,247,494
256,2086156403,0,251,201,True,30.236091399987345,8.372877873446198,12.298385257660753,12.485231538084872,0.00017460725730167326,0.0007312560025223291,0.0007622693186686291,0.0008373473354079362,0.055252191978190396,0.07915445112453111,251,502
256,2086156403,1,251,201,True,30.52088470000308,8.372877873446198,12.298385257660753,12.485231538084872,0.00017460725730167326,0.0007312560025223291,0.0007622693186686291,0.0008373473354079362,0.055252191978190396,0.07915445112453111,251,502
256,2086156403,2,251,201,True,30.293536299999687,8.372877873446198,12.298385257660753,12.485231538084872,0.00017460725730167326,0.0007312560025223291,0.0007622693186686291,0.0008373473354079362,0.055252191978190396,0.07915445112453111,251,502
256,2086156445,0,245,201,True,29.749799799988978,8.372861408784674,12.298055232948384,12.48488496136899,0.0001581425957777327,0.0004012312901533477,0.0004156926027878427,0.0005148735258519201,0.05400196044721994,0.07738491364744099,245,490
256,2086156445,1,245,201,True,29.949311599993962,8.372861408784674,12.298055232948384,12.48488496136899,0.0001581425957777327,0.0004012312901533477,0.0004156926027878427,0.0005148735258519201,0.05400196044721994,0.07738491364744099,245,490
